name,id,wikidataId,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,digitalSource,originalSourcePublisher,originalSourcePubPlace,originalSourceYear,originalSourceNumberOfPages,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numOfPersonGroups,numConnectedComponents,numEdges,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
"archambault-janot-degraisseur","fre000050","","Archambault","0","Janot chez le Dégraisseur","Ou à Quelque Chose Malheur Est Bon","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/ARCHAMBAULT_JANOTDEGRAISSEUR.xml","","","","","1779","9","false","0.8373015873015873","0.6388888888888888","1.3611111111111112","madame-simon","5.111111111111111","2","1779","1779","8","9","4","2","3","0","1","23","","17","","1","5730","5519","107","274","0"
"archambault-jocrisse-change","fre000051","","Archambault","0","Jocrisse Changé de Condition","Comédie-Folie en Deux Actes","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/ARCHAMBAULT_JOCRISSECHANGE.xml","","","","","1794","7","false","0.6285714285714287","0.5714285714285714","1.4285714285714286","jocrisse","3.4285714285714284","2","1794","1799","6","7","2","2","3","0","1","12","","33","","2","10413","10170","303","415","0"
"archambault-on-fait-ce-qu-on-peut","fre000052","","Dorvigny","0","On Fait ce qu'on Peut, Non pas ce qu'on Veut","Proverbe à Deux Acteurs","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/ARCHAMBAULT_ONFAITCEQUONPEUT.xml","","","","","1779","11","false","0.4626262626262626","0.2545454545454545","1.7454545454545454","franville","2.5454545454545454","2","1779","1785","10","11","0","3","8","0","1","14","","15","","1","8686","8499","398","386","52"
"arene-naze","fre000053","","Arène","0","Mon Ami Naze","","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/ARENE_NAZE.xml","","","","","1881","1","false","0","0","0","l-ami","0","0","","1881","0","1","0","1","0","0","1","0","","1","","1","980","948","4","35","0"
"aristophane-guepes","fre000054","","Aristophane","0","Les Guêpes","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/ARISTOPHANE_GUEPES.xml","","","","","1897","8","false","0.8470238095238095","0.6071428571428571","1.3928571428571428","philokleon","4.25","2","","1897","7","8","0","4","4","0","1","17","","12","","0","15472","15353","4","511","0"
"armand-cri-nature","fre000055","","Armand","0","Le Cri de la Nature","Comédie en un Acte et en vers","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/ARMAND_CRINATURE.xml","","","","","1669","8","false","0.9404761904761906","0.9285714285714286","1.0714285714285714","several characters","6.5","2","1669","1771","7","8","3","3","2","0","1","26","","14","","1","9017","8548","313","0","1007"
"arnault-horatius-cocles","fre000056","","Arnault","0","Horatius Coclès.","Acte Lyrique.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/ARNAULT_HORATIUSCOCLES.xml","","","","","1794","13","false","0.8472527472527472","0.4358974358974359","1.564102564102564","horace","5.230769230769231","2","1930","1794","12","13","0","2","11","0","1","34","","9","","0","2437","2249","129","0","319"
"arnould-heroine-americaine","fre000057","","Arnould","0","L'Héroïne Américaine","Pantomime en Trois Actes","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/ARNOULD_HEROINEAMERICAINE.xml","","","","","1786","0","false","","","","","","","","1786","","0","0","0","1","0","","","","39","","3","3268","0","54","0","0"
"artaud-centenaire-moliere","fre000058","","Artaud","0","Le Centenaire de Molière","Comédie en un Acte, en vers et en Prose","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/ARTAUD_CENTENAIREMOLIERE.xml","","","","","1773","18","false","0.8304658304658304","0.39869281045751637","1.65359477124183","momus","6.777777777777778","3","1773","1773","15","18","4","12","2","0","1","61","","26","","1","8567","7836","276","81","892"
"aubignac-pucelle-prose","fre000060","","Aubignac","0","La Pucelle d'Orléans","Tragédie en Prose","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/AUBIGNAC_PUCELLE_PROSE.xml","","","","","1642","13","false","0.713924963924964","0.5641025641025641","1.5","le-comte","6.769230769230769","3","","1642","11","13","1","4","8","0","1","44","","32","","0","20312","17672","271","255","0"
"aubignac-pucelle","fre000059","","Aubignac","2","La Pucelle d'Orléans","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/AUBIGNAC_PUCELLE.xml","","","","","1642","15","false","0.7318622118622119","0.5619047619047619","1.5047619047619047","le-comte","7.866666666666666","3","","1642","13","15","1","4","10","0","1","59","","32","","5","16009","15498","146","0","1720"
"aubryet-hommage-a-racine","fre001506","","Aubryet","0","Hommage à Racine vers Dits par Madame Provost-Ponsin au Théâtre Français Représentation du 21 Décembre 1871 232ème Anniversaire de la Naissance de Racine","","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/AUBRYET_HOMMAGEARACINE.xml","","","","","1872","1","false","0","0","0","recitant","0","0","","1872","0","1","0","1","0","0","1","0","","1","","0","891","849","0","0","114"
"aude-ecole-tragique","fre000061","","Aude","0","L'Ecole Tragique ou Cadet Roussel Maitre de Déclamation","Comédie ou Non en un Acte","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/AUDE_ECOLETRAGIQUE.xml","","","","","1802","21","false","0.9036075036075036","0.45714285714285713","1.2","cadet|blanchet-fils|la-mere-roussel","9.142857142857142","2","","1802","14","21","4","11","6","0","2","96","","30","","1","10567","10171","268","363","325"
"audiffret-albert-durer","fre000062","","Audiffret","0","Albert Durer","Pièce en un Acte.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/AUDIFFRET_ALBERTDURER.xml","","","","","1861","7","false","0.7333333333333334","0.6666666666666666","1.3333333333333333","l-empereur","4","2","","1861","6","7","0","0","7","0","1","14","","15","","0","5384","5154","300","175","76"
"audiffret-comedie-au-chateau","fre000063","","Audiffret","0","La Comédie au Chateau","Pièce en un Acte.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/AUDIFFRET_COMEDIEAUCHATEAU.xml","","","","","1861","9","false","0.7407407407407407","0.4444444444444444","1.5555555555555556","dolicard","3.5555555555555554","2","","1861","8","9","0","6","3","0","1","16","","11","","0","5163","5049","139","160","198"
"audiffret-epreuve","fre000064","","Audiffret","0","L'Epreuve","Pièce en un Acte.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/AUDIFFRET_EPREUVE.xml","","","","","1861","1","false","0","0","0","boulouard","0","0","","1861","0","1","0","1","0","0","1","0","","7","","0","2703","2574","435","43","56"
"audinot-dorothee","fre000065","","Nicolas-Médard AUDINOT (1732-1801)","0","Dorothée","Pantomime à Spectacle","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/AUDINOT_DOROTHEE.xml","","","","","1782","0","false","","","","","","","1782","1782","","0","0","0","1","0","","","","53","","4","3950","0","3278","0","0"
"audinot-musicomanie","fre000066","","Audinot","0","La Musicomanie","Comédie en un Acte et en Prose","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/AUDINOT_MUSICOMANIE.xml","","","","","1779","9","false","0.7777777777777778","0.5555555555555556","1.4444444444444444","le-baron","4.444444444444445","2","1779","1783","8","9","2","5","2","0","1","20","","17","","1","6559","6398","75","397","11"
"aure-dipne","fre000067","","d'Aure","0","Dipné, Infante D'Irlande. Tragédie","Dédiée à Madame Eléonor de Roham, Abbesse de l'Abbaye Royale de Malnoüe.","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/AURE_DIPNE.xml","","","","","1668","15","false","0.7199470899470899","0.4857142857142857","1.542857142857143","trophime","6.8","3","","1668","10","15","2","11","2","0","1","51","","28","","5","23163","19170","87","0","2257"
"aure-genevieve-69","fre000068","","d'Aure","0","Geneviève ou L'Innocence Reconnue Tragédie Chrétienne","","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/AURE_GENEVIEVE69.xml","","","","","1669","22","false","0.7937229437229437","0.21212121212121213","1.1090909090909091","orismond|sifroy","4.454545454545454","2","","1669","7","22","8","0","14","0","6","49","","38","","5","22864","21478","1391","0","2386"
"aure-genevieve-70","fre000069","","d'Aure","0","Geneviève ou L'Innocence Reconnue Tragédie","Dédiée à Madame la Duchesse de Roanez.","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/AURE_GENEVIEVE70.xml","","","","","1670","12","false","0.8430555555555553","0.7272727272727273","1.2878787878787878","genevieve|sifroy|gertrude","8","3","","1670","10","12","5","7","0","0","1","48","","26","","5","23735","22523","164","0","2694"
"baculard-coligni","fre000070","","Baculard d'Arnaud","0","Le Coligny","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BACULARD_COLIGNI.xml","","","","","1739","20","false","0.78007326007326","0.3157894736842105","1.9526315789473685","coligny","6","4","1739","1744","14","20","0","14","6","0","1","60","","15","","3","16117","11007","311","0","1199"
"banville-ancien-pierrot","fre000071","","Banville","0","Ancien Pierrot","Monologue","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BANVILLE_ANCIENPIERROT.xml","","","","","1877","1","false","0","0","0","ancien-pierrot","0","0","","1877","0","1","0","0","1","0","1","0","","1","","0","1026","993","6","0","110"
"baptiste-du-moutier-mascara-de-foire-saint-germain","fre000072","","Baptiste","1","Mascarade de la Foire Saint-Germain","concert d'instruments, récit grotesque.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BAPTISTEDUMOUTIER_MASCARADEFOIRESAINTGERMAIN.xml","","","","","1685","11","false","0.2727272727272727","0.05454545454545454","1","un-badaud|une-nourrice|une-servante","0.5454545454545454","1","1685","1709","2","11","2","8","1","0","9","3","","10","","1","866","664","0","0","76"
"barante-arlequin-misanthrope","fre000075","","Barante","0","Arlequin Misanthrope","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BARANTE_ARLEQUINMISANTHROPE.xml","","","","","1696","29","false","0.7634920634920636","0.17980295566502463","1.8201970443349753","arlequin","5.0344827586206895","2","1696","1697","28","29","4","12","13","0","1","73","","23","","4","19779","19371","397","663","222"
"barante-dufresny-fees","fre000073","","Barante","1","Les Fées ou Les Contes de ma Mère L'Oye.","Comédie en un Acte","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BARANTEDUFRESNY_FEES.xml","","","","","1694","13","false","0.6692307692307692","0.5512820512820513","1.5512820512820513","octave|ismenie","6.615384615384615","3","1697","1694","10","13","3","4","6","0","1","43","","7","","0","4045","3842","200","87","120"
"barante-dufresny-pasquin-marforio","fre000074","","Barante","1","Pasquin et Marforio.","Médecins des Moeurs.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BARANTEDUFRESNY_PASQUINMARFORIO.xml","","","","","1697","16","false","0.829235347985348","0.3416666666666667","1.6583333333333334","pasquin","5.125","2","1697","1697","15","16","5","6","5","0","1","41","","20","","3","10842","10577","410","250","469"
"barbier-faucon","fre000076","","Barbier","0","Le Faucon","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BARBIER_FAUCON.xml","","","","","1719","4","false","1","1","1","several characters","3","1","1719","1719","3","4","2","2","0","0","1","6","","12","","1","5836","5726","43","0","670"
"barbier-mort-de-cesar","fre000077","","Barbier","0","La Mort de César","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BARBIER_MORTDECESAR.xml","","","","","1709","10","false","0.47333333333333333","0.3333333333333333","1.9333333333333333","cesar","3","4","1709","1745","6","10","3","5","2","0","1","15","","38","","0","17241","15499","13","0","1687"
"barbier-ombre-de-moliere","fre000078","","Barbier","0","L'Ombre de Molière","Intermède","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BARBIER_OMBREDEMOLIERE.xml","","","","","1847","5","false","0.6","0.4","1","mercure|moliere|le-poete","1.6","1","","1847","2","5","2","2","1","0","2","4","","4","","2","5369","4157","81","0","483"
"baro-celinde","fre000079","","Baro","0","Célinde","Poème Héroïque","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BARO_CELINDE.xml","","","","","1629","22","false","0.8509847475756569","0.3722943722943723","1.5632183908045978","amintor","7.818181818181818","3","1697","1629","16","22","3","7","12","0","2","86","","30","","8","26740","25136","326","317","368"
"baro-clarimonde","fre000080","","Baro","0","Clarimonde","Dédiée à la Reine","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BARO_CLARIMONDE.xml","","","","","1643","9","false","0.7666666666666667","0.6111111111111112","1.3888888888888888","almazan","4.888888888888889","2","1697","1643","8","9","1","7","1","0","1","22","","26","","5","16536","15548","55","0","1835"
"baro-clorise","fre000081","","Baro","0","La Clorise","Pastorale","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BARO_CLORISE.xml","","","","","1634","8","false","0.9404761904761905","0.8214285714285714","1.1785714285714286","alidor|philidan","5.75","2","1697","1634","7","8","3","5","0","0","1","23","","27","","5","17646","16173","188","0","1939"
"baro-parthenie","fre000082","","Baro","0","La Parthénie","De Baro.","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BARO_PARTHENIE.xml","","","","","1637","8","false","0.7250000000000001","0.6428571428571429","1.5","alexandre|parthenie","4.5","3","1637","1642","6","8","2","6","0","0","1","18","","21","","5","16501","15095","22","0","1756"
"baro-prince-fugitif","fre000083","","Baro","0","Le Prince Fugitif","Poème Héroïque","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BARO_PRINCEFUGITIF.xml","","","","","1649","11","false","0.8715728715728716","0.8","1.2","several characters","8","2","1697","1649","10","11","2","7","2","0","1","44","","25","","5","14581","13485","46","0","1586"
"baro-saint-eustache","fre000084","","Baro","0","Saint Eustache Martyr","Poème Dramatique","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BARO_SAINTEUSTACHE.xml","","","","","1639","21","false","0.7755668934240363","0.319047619047619","1.8333333333333333","teopiste","6.380952380952381","3","1639","1649","16","21","3","8","10","0","1","67","","23","","5","15542","14420","102","0","1714"
"barquebois-rapiniere","fre000085","","Robbe","0","La Rapinière","Ou l'Intéressée","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BARQUEBOIS_RAPINIERE.xml","","","","","1683","16","false","0.7733585858585859","0.44166666666666665","1.6083333333333334","jasmin|la-roche","6.625","3","1692","1683","12","16","4","8","4","0","1","53","","44","","5","19978","18741","185","2","2172"
"barre-radet-candide","fre000086","","Barré","1","Candide Marié, ou Il Faut Cultiver son Jardin.","Comédie en Deux Actes, en Prose et Vaudevilles","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BARRERADET_CANDIDE.xml","","","","","1788","18","false","0.8452923619590286","0.6143790849673203","1.4248366013071896","justin","10.444444444444445","3","1788","1788","15","18","2","7","9","0","1","94","","17","","2","8354","7961","693","205","832"
"barre-redet-desfontaines-marige-de-scarron","fre000087","","Barré","2","Le Mariage de Scarron","Comédie en un Acte et en Prose, Mêlée de Vaudevilles","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BARREREDETDESFONTAINES_MARIGEDESCARRON.xml","","","","","1797","13","false","0.8833888333888333","0.6538461538461539","1.3461538461538463","maugin|monsieur-de-villarceaux|ninon","7.846153846153846","2","1797","1797","11","13","2","4","7","0","1","51","","26","","1","9792","9529","426","418","492"
"bayart-romieu-moliere-au-theatre","fre000088","","Bornier","0","Molière au Théâtre","Comédie en un Acte et en vers Libres","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BAYART-ROMIEU_MOLIEREAUTHEATRE.xml","","","","","1824","9","false","0.8835978835978835","0.7777777777777778","1.2222222222222223","moliere|lucile","6.222222222222222","2","1824","1824","8","9","2","6","1","0","1","28","","13","","1","7220","7010","106","0","977"
"beaumarchais-autre-tartuffe","fre000089","","Beaumarchais","0","L'Autre Tartuffe","Ou la Mère Coupable","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BEAUMARCHAIS_AUTRETARTUFFE.xml","","","","","1792","13","false","0.7322344322344322","0.5","1.4393939393939394","madame-almaviva","6","3","1792","1792","10","13","3","5","5","0","2","39","","71","","5","21121","20224","1099","830","0"
"beaumarchais-barbier-de-seville","fre000090","","Beaumarchais","0","Le Barbier de Séville ou La Précaution Inutile","Comédie en Quatre Actes","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BEAUMARCHAIS_BARBIERDESEVILLE.xml","","","","","1775","10","false","0.9174603174603174","0.6444444444444445","1.3555555555555556","bartholo","5.8","2","1775","1775","9","10","1","4","5","0","1","29","","44","","4","27183","17389","930","944","127"
"beaunoir-amour-queteur","fre000091","","Beaunoir","0","L'Amour Quêteur","Comédie en Deux Actes, en Prose","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BEAUNOIR_AMOURQUETEUR.xml","","","","","1777","7","false","0.7571428571428572","0.7142857142857143","1.2857142857142858","madame-barbara","4.285714285714286","2","1777","1785","6","7","5","2","0","0","1","15","","17","","2","5927","4562","207","293","2"
"beaunoir-cacophonie","fre000092","","Beaunoir","0","La Cacophonie","Comedie en un Acte et en Prose","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BEAUNOIR_CACOPHONIE.xml","","","","","1779","10","false","0.9016666666666666","0.5333333333333333","1.4666666666666666","silvestre","4.8","2","1779","1779","9","10","3","5","2","0","1","24","","20","","1","7022","6783","63","292","0"
"beaunoir-libellistes","fre000093","","Beaunoir","0","Les Libellistes","Drame en Quatre Actes","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BEAUNOIR_LIBELLISTES.xml","","","","","1779","13","false","0.5957875457875458","0.32051282051282054","1.8846153846153846","rothenberg","3.8461538461538463","3","1779","1807","8","13","3","4","6","0","1","25","","43","","4","17703","16739","503","797","0"
"beaunoir-prince-ramoneur","fre000094","","Beaunoir","0","Le Ramoneur Prince, et le Prince Ramoneur","Comédie-Proverbe, en un Acte, en Prose","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BEAUNOIR_PRINCERAMONEUR.xml","","","","","1784","9","false","0.8306878306878307","0.7777777777777778","1.2222222222222223","gusman","6.222222222222222","2","1784","1786","8","9","1","6","2","0","1","28","","29","","0","7912","7515","817","347","0"
"beaunoir-sculpteur","fre000095","","Beaunoir","0","Le Sculpteur","Ou la Femme comme il y en A Peu","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BEAUNOIR_SCULPTEUR.xml","","","","","1784","8","false","0.7083333333333333","0.5357142857142857","1.5","susanne|le-doux","3.75","3","1784","1784","6","8","3","3","2","0","1","15","","19","","2","11020","10778","149","594","8"
"beaunoir-venus","fre000096","","Beaunoir","0","Vénus Pélerine","Comédie Episodique","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BEAUNOIR_VENUS.xml","","","","","1778","10","false","0.2633333333333333","0.24444444444444444","2.1555555555555554","momus|venus","2.2","4","1779","1778","5","10","1","3","6","0","1","11","","10","","1","6633","5211","126","310","0"
"becque-corbeaux","fre001463","","Becque","0","Les Corbeaux Drame en Quatre Actes et en Prose","Joué sur la scène du théâtre de l'Odéon le 1er juin 1908","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BECQUE_CORBEAUX.xml","","","","","1924","16","false","0.7993062493062493","0.5583333333333333","1.4583333333333333","madame-vigneron","8.375","3","","1924","14","16","6","8","2","0","1","67","","46","","0","32145","31547","1860","1266","9"
"becque-domino-a-quatre","fre000097","","Becque","0","Domino à Quatre Comédie en un Acte et en Prose","Joué sur la scène du théâtre de l'Odéon le 1er juin 1908","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BECQUE_DOMINOAQUATRE.xml","","","","","1924","7","false","0.9238095238095239","0.6190476190476191","1.380952380952381","blanchard","3.7142857142857144","2","","1924","6","7","0","5","2","0","1","13","","4","","0","2197","1983","194","161","0"
